scam_type,sender_state,complaint_status,bank_id,complaint_count,total_loss,avg_loss,min_loss,max_loss,avg_resolution_days,min_resolution_days,max_resolution_days,affected_users,linked_txns,total_loss_lakhs,avg_loss_k
INVESTMENT,Uttar Pradesh,OPEN,BOB007,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
KYC,Chhattisgarh,OPEN,BOB007,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
LOTTERY,Madhya Pradesh,OPEN,CANARA008,3,12469.15,4156.383333333333,1000.0,9390.34,,,,3,3,0.12,4.16
KYC,Manipur,ESCALATED,HDFC002,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
LOTTERY,Assam,OPEN,AXIS004,3,31064.27,10354.756666666666,7100.0,13264.27,,,,3,3,0.31,10.35
LEGITIMATE,Uttarakhand,OPEN,INDUS010,2,920.1400000000001,460.07000000000005,307.94,612.2,,,,2,2,0.01,0.46
LEGITIMATE,Telangana,OPEN,BOB007,1,569.26,569.26,569.26,569.26,,,,1,1,0.01,0.57
EMERGENCY,Karnataka,OPEN,BOB007,2,11187.09,5593.545,2887.09,8300.0,,,,2,2,0.11,5.59
KYC,Telangana,ESCALATED,BOB007,2,2700.0,1350.0,800.0,1900.0,,,,2,2,0.03,1.35
IMPERSONATION,Rajasthan,OPEN,UNION009,2,23554.7,11777.35,7221.77,16332.93,,,,2,2,0.24,11.78
JOB,West Bengal,RESOLVED,ICICI003,3,14912.65,4970.883333333333,3200.0,8000.0,52.333333333333336,32.0,63.0,3,3,0.15,4.97
LOTTERY,Arunachal Pradesh,ESCALATED,INDUS010,1,22186.97,22186.97,22186.97,22186.97,,,,1,1,0.22,22.19
JOB,Andhra Pradesh,ESCALATED,AXIS004,1,2400.0,2400.0,2400.0,2400.0,,,,1,1,0.02,2.4
LOTTERY,Assam,OPEN,KOTAK005,2,16463.05,8231.525,3563.05,12900.0,,,,2,2,0.16,8.23
LOTTERY,Assam,RESOLVED,ICICI003,1,1900.0,1900.0,1900.0,1900.0,23.0,23.0,23.0,1,1,0.02,1.9
LEGITIMATE,Uttar Pradesh,OPEN,AXIS004,4,4746.18,1186.545,536.97,2179.99,,,,4,4,0.05,1.19
INVESTMENT,Rajasthan,OPEN,CANARA008,1,8500.0,8500.0,8500.0,8500.0,,,,1,1,0.09,8.5
KYC,Kerala,ESCALATED,BOB007,2,3235.7200000000003,1617.8600000000001,1205.54,2030.18,,,,2,2,0.03,1.62
KYC,Manipur,RESOLVED,AXIS004,1,5000.0,5000.0,5000.0,5000.0,45.0,45.0,45.0,1,1,0.05,5.0
LOTTERY,Kerala,RESOLVED,BOB007,1,1359.55,1359.55,1359.55,1359.55,84.0,84.0,84.0,1,1,0.01,1.36
JOB,Gujarat,OPEN,INDUS010,1,4883.18,4883.18,4883.18,4883.18,,,,1,1,0.05,4.88
LEGITIMATE,Madhya Pradesh,OPEN,PNB006,1,4784.18,4784.18,4784.18,4784.18,,,,1,1,0.05,4.78
INVESTMENT,Telangana,OPEN,UNION009,2,115100.0,57550.0,15100.0,100000.0,,,,2,2,1.15,57.55
TECH_SUPPORT,Delhi,OPEN,CANARA008,1,6238.89,6238.89,6238.89,6238.89,,,,1,1,0.06,6.24
TECH_SUPPORT,Rajasthan,RESOLVED,PNB006,1,2100.0,2100.0,2100.0,2100.0,71.0,71.0,71.0,1,1,0.02,2.1
LOTTERY,Meghalaya,OPEN,KOTAK005,1,6602.43,6602.43,6602.43,6602.43,,,,1,1,0.07,6.6
TECH_SUPPORT,West Bengal,OPEN,SBI001,1,1900.0,1900.0,1900.0,1900.0,,,,1,1,0.02,1.9
INVESTMENT,Telangana,OPEN,HDFC002,2,43236.89,21618.445,14400.0,28836.89,,,,2,2,0.43,21.62
TECH_SUPPORT,Maharashtra,ESCALATED,INDUS010,2,9850.55,4925.275,2950.55,6900.0,,,,2,2,0.1,4.93
LOTTERY,Haryana,RESOLVED,AXIS004,1,2289.14,2289.14,2289.14,2289.14,73.0,73.0,73.0,1,1,0.02,2.29
TECH_SUPPORT,Tamil Nadu,RESOLVED,CANARA008,1,1692.7,1692.7,1692.7,1692.7,45.0,45.0,45.0,1,1,0.02,1.69
JOB,Kerala,RESOLVED,INDUS010,1,1500.0,1500.0,1500.0,1500.0,66.0,66.0,66.0,1,1,0.02,1.5
LOTTERY,Haryana,OPEN,KOTAK005,2,4802.63,2401.315,1848.63,2954.0,,,,2,2,0.05,2.4
EMERGENCY,Maharashtra,RESOLVED,ICICI003,1,11800.0,11800.0,11800.0,11800.0,28.0,28.0,28.0,1,1,0.12,11.8
TECH_SUPPORT,Madhya Pradesh,RESOLVED,ICICI003,1,500.0,500.0,500.0,500.0,32.0,32.0,32.0,1,1,0.01,0.5
LOTTERY,West Bengal,OPEN,SBI001,2,6708.57,3354.285,2908.57,3800.0,,,,2,2,0.07,3.35
KYC,Odisha,OPEN,CANARA008,1,2047.89,2047.89,2047.89,2047.89,,,,1,1,0.02,2.05
JOB,Punjab,OPEN,SBI001,1,1500.0,1500.0,1500.0,1500.0,,,,1,1,0.02,1.5
LEGITIMATE,Uttarakhand,OPEN,ICICI003,1,695.47,695.47,695.47,695.47,,,,1,1,0.01,0.7
TECH_SUPPORT,Kerala,ESCALATED,PNB006,1,872.39,872.39,872.39,872.39,,,,1,1,0.01,0.87
INVESTMENT,Uttar Pradesh,OPEN,AXIS004,1,9800.0,9800.0,9800.0,9800.0,,,,1,1,0.1,9.8
KYC,Madhya Pradesh,ESCALATED,KOTAK005,1,800.0,800.0,800.0,800.0,,,,1,1,0.01,0.8
LOTTERY,Kerala,ESCALATED,HDFC002,1,25000.0,25000.0,25000.0,25000.0,,,,1,1,0.25,25.0
IMPERSONATION,Tamil Nadu,RESOLVED,BOB007,1,9418.07,9418.07,9418.07,9418.07,75.0,75.0,75.0,1,1,0.09,9.42
LEGITIMATE,Gujarat,OPEN,KOTAK005,1,1770.75,1770.75,1770.75,1770.75,,,,1,1,0.02,1.77
TECH_SUPPORT,West Bengal,RESOLVED,INDUS010,2,5044.34,2522.17,2373.51,2670.83,33.5,19.0,48.0,2,2,0.05,2.52
TECH_SUPPORT,Gujarat,RESOLVED,HDFC002,1,1234.29,1234.29,1234.29,1234.29,18.0,18.0,18.0,1,1,0.01,1.23
JOB,Uttar Pradesh,RESOLVED,INDUS010,1,1107.24,1107.24,1107.24,1107.24,62.0,62.0,62.0,1,1,0.01,1.11
TECH_SUPPORT,Madhya Pradesh,OPEN,CANARA008,1,5900.0,5900.0,5900.0,5900.0,,,,1,1,0.06,5.9
KYC,Gujarat,RESOLVED,PNB006,7,14320.199999999999,2045.742857142857,1100.0,5000.0,40.142857142857146,6.0,68.0,6,7,0.14,2.05
LEGITIMATE,Delhi,OPEN,AXIS004,2,8895.26,4447.63,2495.27,6399.99,,,,2,2,0.09,4.45
KYC,Andhra Pradesh,OPEN,AXIS004,4,8768.07,2192.0175,1358.29,4300.0,,,,4,4,0.09,2.19
KYC,Gujarat,RESOLVED,UNION009,4,7011.0199999999995,1752.7549999999999,1020.68,3000.0,28.25,4.0,67.0,4,4,0.07,1.75
LEGITIMATE,Telangana,RESOLVED,PNB006,2,1677.06,838.53,77.0,1600.06,66.5,47.0,86.0,2,2,0.02,0.84
TECH_SUPPORT,Jharkhand,OPEN,HDFC002,3,12410.87,4136.956666666667,2509.28,6344.52,,,,3,3,0.12,4.14
TECH_SUPPORT,Andhra Pradesh,OPEN,INDUS010,1,500.0,500.0,500.0,500.0,,,,1,1,0.01,0.5
TECH_SUPPORT,Bihar,RESOLVED,CANARA008,2,4519.59,2259.795,969.06,3550.53,42.0,40.0,44.0,2,2,0.05,2.26
LOTTERY,Karnataka,OPEN,ICICI003,3,23426.28,7808.759999999999,3344.26,15100.0,,,,3,3,0.23,7.81
LEGITIMATE,Tamil Nadu,RESOLVED,HDFC002,1,95.72,95.72,95.72,95.72,44.0,44.0,44.0,1,1,0.0,0.1
KYC,Tamil Nadu,ESCALATED,CANARA008,4,4511.05,1127.7625,657.12,1620.79,,,,4,4,0.05,1.13
LOTTERY,Rajasthan,RESOLVED,UNION009,6,48212.74,8035.456666666666,3024.33,20758.68,32.833333333333336,13.0,66.0,6,6,0.48,8.04
LOTTERY,Madhya Pradesh,OPEN,UNION009,4,16646.72,4161.68,1200.0,5790.3,,,,4,4,0.17,4.16
KYC,Karnataka,RESOLVED,UNION009,6,9651.57,1608.595,1123.65,2383.03,39.333333333333336,11.0,88.0,6,6,0.1,1.61
JOB,Jharkhand,RESOLVED,ICICI003,1,3064.71,3064.71,3064.71,3064.71,79.0,79.0,79.0,1,1,0.03,3.06
TECH_SUPPORT,Rajasthan,OPEN,CANARA008,1,6300.0,6300.0,6300.0,6300.0,,,,1,1,0.06,6.3
TECH_SUPPORT,Uttar Pradesh,RESOLVED,PNB006,2,4607.280000000001,2303.6400000000003,900.0,3707.28,35.0,23.0,47.0,2,2,0.05,2.3
KYC,West Bengal,OPEN,ICICI003,8,17153.230000000003,2144.1537500000004,500.0,5000.0,,,,8,8,0.17,2.14
JOB,Maharashtra,ESCALATED,UNION009,3,12285.470000000001,4095.156666666667,1842.81,6580.95,,,,3,3,0.12,4.1
EMERGENCY,West Bengal,RESOLVED,PNB006,1,12700.0,12700.0,12700.0,12700.0,15.0,15.0,15.0,1,1,0.13,12.7
KYC,Telangana,RESOLVED,BOB007,1,4300.0,4300.0,4300.0,4300.0,22.0,22.0,22.0,1,1,0.04,4.3
KYC,Karnataka,OPEN,KOTAK005,8,19426.08,2428.26,742.14,5000.0,,,,8,8,0.19,2.43
LEGITIMATE,Madhya Pradesh,OPEN,HDFC002,3,6018.05,2006.0166666666667,957.26,3711.57,,,,3,3,0.06,2.01
TECH_SUPPORT,Gujarat,ESCALATED,SBI001,2,8606.189999999999,4303.094999999999,500.0,8106.19,,,,2,2,0.09,4.3
LOTTERY,Karnataka,OPEN,HDFC002,5,21853.75,4370.75,1800.0,9600.0,,,,5,5,0.22,4.37
KYC,Karnataka,RESOLVED,BOB007,3,7664.799999999999,2554.933333333333,1278.56,4286.24,50.333333333333336,25.0,85.0,3,3,0.08,2.55
JOB,Maharashtra,RESOLVED,CANARA008,3,4500.0,1500.0,700.0,2200.0,43.0,23.0,53.0,3,3,0.05,1.5
KYC,Maharashtra,OPEN,CANARA008,11,18452.45,1677.4954545454545,500.0,4635.6,,,,11,11,0.18,1.68
LEGITIMATE,Goa,OPEN,CANARA008,1,1194.8,1194.8,1194.8,1194.8,,,,1,1,0.01,1.19
LEGITIMATE,Maharashtra,OPEN,CANARA008,6,9106.57,1517.7616666666665,47.17,2542.34,,,,6,6,0.09,1.52
LEGITIMATE,Uttarakhand,RESOLVED,ICICI003,1,1801.99,1801.99,1801.99,1801.99,5.0,5.0,5.0,1,1,0.02,1.8
IMPERSONATION,Maharashtra,OPEN,ICICI003,7,85631.67,12233.095714285713,2000.0,24408.29,,,,7,7,0.86,12.23
KYC,Haryana,OPEN,CANARA008,3,9143.380000000001,3047.7933333333335,1737.03,4800.0,,,,3,3,0.09,3.05
LOTTERY,West Bengal,ESCALATED,KOTAK005,2,11997.4,5998.7,4297.4,7700.0,,,,2,2,0.12,6.0
KYC,Delhi,OPEN,CANARA008,5,14550.92,2910.184,900.0,5000.0,,,,5,5,0.15,2.91
TECH_SUPPORT,Maharashtra,OPEN,AXIS004,2,17821.43,8910.715,7821.43,10000.0,,,,2,2,0.18,8.91
LEGITIMATE,Tamil Nadu,OPEN,ICICI003,1,462.99,462.99,462.99,462.99,,,,1,1,0.0,0.46
TECH_SUPPORT,Nagaland,OPEN,UNION009,1,3032.97,3032.97,3032.97,3032.97,,,,1,1,0.03,3.03
LOTTERY,Maharashtra,OPEN,PNB006,5,27705.91,5541.182,1241.46,15000.0,,,,5,5,0.28,5.54
LOTTERY,Kerala,ESCALATED,ICICI003,1,2520.59,2520.59,2520.59,2520.59,,,,1,1,0.03,2.52
KYC,Telangana,OPEN,KOTAK005,12,28737.97,2394.8308333333334,593.69,5000.0,,,,12,12,0.29,2.39
IMPERSONATION,West Bengal,OPEN,UNION009,2,8983.630000000001,4491.8150000000005,2000.0,6983.63,,,,2,2,0.09,4.49
LOTTERY,Karnataka,OPEN,KOTAK005,7,37023.86,5289.122857142857,1000.0,11900.0,,,,7,7,0.37,5.29
EMERGENCY,West Bengal,OPEN,CANARA008,1,5755.39,5755.39,5755.39,5755.39,,,,1,1,0.06,5.76
LEGITIMATE,West Bengal,RESOLVED,BOB007,1,629.91,629.91,629.91,629.91,49.0,49.0,49.0,1,1,0.01,0.63
IMPERSONATION,Haryana,ESCALATED,AXIS004,1,9539.52,9539.52,9539.52,9539.52,,,,1,1,0.1,9.54
KYC,Odisha,OPEN,AXIS004,2,1500.0,750.0,500.0,1000.0,,,,2,2,0.02,0.75
KYC,Gujarat,RESOLVED,KOTAK005,2,4592.93,2296.465,1792.93,2800.0,51.5,19.0,84.0,2,2,0.05,2.3
TECH_SUPPORT,West Bengal,RESOLVED,AXIS004,2,4336.92,2168.46,1236.92,3100.0,44.5,38.0,51.0,2,2,0.04,2.17
KYC,Telangana,ESCALATED,HDFC002,5,9038.76,1807.752,772.51,4100.0,,,,5,5,0.09,1.81
JOB,West Bengal,OPEN,INDUS010,3,12827.060000000001,4275.686666666667,1310.22,5800.34,,,,3,3,0.13,4.28
KYC,Jharkhand,OPEN,ICICI003,4,12094.119999999999,3023.5299999999997,1000.0,5000.0,,,,4,4,0.12,3.02
IMPERSONATION,Meghalaya,ESCALATED,HDFC002,1,2079.83,2079.83,2079.83,2079.83,,,,1,1,0.02,2.08
KYC,Maharashtra,ESCALATED,SBI001,5,11353.44,2270.688,700.0,5000.0,,,,5,5,0.11,2.27
LOTTERY,Madhya Pradesh,OPEN,AXIS004,2,14634.220000000001,7317.110000000001,5041.14,9593.08,,,,2,2,0.15,7.32
KYC,Himachal Pradesh,OPEN,AXIS004,3,9955.77,3318.59,500.0,5000.0,,,,3,3,0.1,3.32
IMPERSONATION,Gujarat,OPEN,SBI001,2,23200.0,11600.0,7200.0,16000.0,,,,2,2,0.23,11.6
IMPERSONATION,Maharashtra,RESOLVED,AXIS004,3,77694.92,25898.306666666667,3591.36,50000.0,36.333333333333336,9.0,74.0,3,3,0.78,25.9
EMERGENCY,Madhya Pradesh,ESCALATED,INDUS010,1,20800.0,20800.0,20800.0,20800.0,,,,1,1,0.21,20.8
TECH_SUPPORT,Karnataka,OPEN,SBI001,6,18421.07,3070.1783333333333,600.0,10000.0,,,,6,6,0.18,3.07
JOB,Maharashtra,OPEN,AXIS004,4,12439.310000000001,3109.8275000000003,2759.88,3800.0,,,,4,4,0.12,3.11
KYC,Maharashtra,ESCALATED,AXIS004,1,1472.01,1472.01,1472.01,1472.01,,,,1,1,0.01,1.47
TECH_SUPPORT,Himachal Pradesh,OPEN,AXIS004,1,500.0,500.0,500.0,500.0,,,,1,1,0.01,0.5
LOTTERY,Telangana,ESCALATED,SBI001,1,6676.73,6676.73,6676.73,6676.73,,,,1,1,0.07,6.68
LEGITIMATE,Karnataka,OPEN,INDUS010,4,26935.06,6733.765,530.07,22667.36,,,,4,4,0.27,6.73
JOB,Gujarat,OPEN,PNB006,4,21112.63,5278.1575,2502.12,8000.0,,,,4,4,0.21,5.28
JOB,Kerala,OPEN,BOB007,1,804.94,804.94,804.94,804.94,,,,1,1,0.01,0.8
IMPERSONATION,Uttar Pradesh,OPEN,CANARA008,1,2599.34,2599.34,2599.34,2599.34,,,,1,1,0.03,2.6
LOTTERY,Bihar,OPEN,BOB007,3,30384.559999999998,10128.186666666666,4011.09,22005.19,,,,3,3,0.3,10.13
IMPERSONATION,Haryana,ESCALATED,KOTAK005,1,50000.0,50000.0,50000.0,50000.0,,,,1,1,0.5,50.0
LOTTERY,Rajasthan,RESOLVED,KOTAK005,3,11839.55,3946.5166666666664,1939.55,5500.0,37.0,4.0,86.0,3,3,0.12,3.95
LEGITIMATE,Gujarat,ESCALATED,HDFC002,2,1737.5400000000002,868.7700000000001,462.66,1274.88,,,,2,2,0.02,0.87
TECH_SUPPORT,Haryana,ESCALATED,CANARA008,1,1335.41,1335.41,1335.41,1335.41,,,,1,1,0.01,1.34
INVESTMENT,Delhi,OPEN,PNB006,2,33757.020000000004,16878.510000000002,5000.0,28757.02,,,,2,2,0.34,16.88
LEGITIMATE,Mizoram,OPEN,SBI001,1,1275.26,1275.26,1275.26,1275.26,,,,1,1,0.01,1.28
IMPERSONATION,Uttar Pradesh,OPEN,HDFC002,2,19996.59,9998.295,3900.0,16096.59,,,,2,2,0.2,10.0
LOTTERY,Haryana,OPEN,UNION009,2,8017.96,4008.98,2300.0,5717.96,,,,2,2,0.08,4.01
TECH_SUPPORT,Delhi,RESOLVED,HDFC002,2,3000.8,1500.4,1000.8,2000.0,51.0,37.0,65.0,2,2,0.03,1.5
EMERGENCY,Telangana,OPEN,KOTAK005,1,2000.0,2000.0,2000.0,2000.0,,,,1,1,0.02,2.0
TECH_SUPPORT,Uttar Pradesh,RESOLVED,AXIS004,1,4610.2,4610.2,4610.2,4610.2,48.0,48.0,48.0,1,1,0.05,4.61
KYC,Andhra Pradesh,RESOLVED,INDUS010,2,2300.0,1150.0,900.0,1400.0,72.0,68.0,76.0,2,2,0.02,1.15
LEGITIMATE,Delhi,OPEN,KOTAK005,2,2232.36,1116.18,520.95,1711.41,,,,2,2,0.02,1.12
EMERGENCY,Telangana,OPEN,INDUS010,1,25300.0,25300.0,25300.0,25300.0,,,,1,1,0.25,25.3
LEGITIMATE,Odisha,ESCALATED,CANARA008,1,513.44,513.44,513.44,513.44,,,,1,1,0.01,0.51
INVESTMENT,Madhya Pradesh,ESCALATED,CANARA008,1,25901.66,25901.66,25901.66,25901.66,,,,1,1,0.26,25.9
TECH_SUPPORT,Haryana,ESCALATED,KOTAK005,1,1100.0,1100.0,1100.0,1100.0,,,,1,1,0.01,1.1
KYC,West Bengal,OPEN,CANARA008,3,5600.0,1866.6666666666667,500.0,2800.0,,,,3,3,0.06,1.87
IMPERSONATION,Punjab,OPEN,SBI001,1,2000.0,2000.0,2000.0,2000.0,,,,1,1,0.02,2.0
LOTTERY,Uttarakhand,OPEN,PNB006,1,7934.05,7934.05,7934.05,7934.05,,,,1,1,0.08,7.93
KYC,Punjab,OPEN,ICICI003,5,8106.8,1621.3600000000001,500.0,3500.0,,,,5,5,0.08,1.62
JOB,West Bengal,OPEN,BOB007,1,1348.0,1348.0,1348.0,1348.0,,,,1,1,0.01,1.35
KYC,Gujarat,ESCALATED,AXIS004,1,1100.0,1100.0,1100.0,1100.0,,,,1,1,0.01,1.1
TECH_SUPPORT,Punjab,ESCALATED,AXIS004,1,1678.24,1678.24,1678.24,1678.24,,,,1,1,0.02,1.68
TECH_SUPPORT,Gujarat,OPEN,UNION009,3,10291.529999999999,3430.5099999999998,865.73,8525.8,,,,3,3,0.1,3.43
TECH_SUPPORT,Himachal Pradesh,OPEN,CANARA008,1,2268.38,2268.38,2268.38,2268.38,,,,1,1,0.02,2.27
LEGITIMATE,Karnataka,RESOLVED,PNB006,1,12528.58,12528.58,12528.58,12528.58,27.0,27.0,27.0,1,1,0.13,12.53
KYC,Tamil Nadu,RESOLVED,CANARA008,2,8490.9,4245.45,3700.0,4790.9,36.5,23.0,50.0,2,2,0.08,4.25
KYC,Punjab,ESCALATED,ICICI003,1,1500.0,1500.0,1500.0,1500.0,,,,1,1,0.02,1.5
JOB,Tamil Nadu,RESOLVED,HDFC002,1,2100.99,2100.99,2100.99,2100.99,25.0,25.0,25.0,1,1,0.02,2.1
KYC,Gujarat,RESOLVED,SBI001,2,3967.24,1983.62,1067.24,2900.0,37.5,34.0,41.0,2,2,0.04,1.98
TECH_SUPPORT,Punjab,ESCALATED,KOTAK005,1,1000.0,1000.0,1000.0,1000.0,,,,1,1,0.01,1.0
IMPERSONATION,Madhya Pradesh,RESOLVED,AXIS004,1,8500.0,8500.0,8500.0,8500.0,38.0,38.0,38.0,1,1,0.09,8.5
INVESTMENT,Bihar,OPEN,HDFC002,1,6671.1,6671.1,6671.1,6671.1,,,,1,1,0.07,6.67
LEGITIMATE,Kerala,ESCALATED,SBI001,1,1117.91,1117.91,1117.91,1117.91,,,,1,1,0.01,1.12
LEGITIMATE,Bihar,OPEN,HDFC002,2,4293.99,2146.995,699.32,3594.67,,,,2,2,0.04,2.15
JOB,Karnataka,OPEN,KOTAK005,2,5697.16,2848.58,1603.38,4093.78,,,,2,2,0.06,2.85
KYC,Delhi,OPEN,BOB007,2,5369.36,2684.68,1369.18,4000.18,,,,2,2,0.05,2.68
TECH_SUPPORT,Odisha,OPEN,ICICI003,2,1964.46,982.23,500.0,1464.46,,,,2,2,0.02,0.98
IMPERSONATION,Telangana,OPEN,KOTAK005,1,5112.56,5112.56,5112.56,5112.56,,,,1,1,0.05,5.11
INVESTMENT,West Bengal,OPEN,UNION009,1,8675.5,8675.5,8675.5,8675.5,,,,1,1,0.09,8.68
KYC,Kerala,OPEN,UNION009,1,1800.0,1800.0,1800.0,1800.0,,,,1,1,0.02,1.8
TECH_SUPPORT,Chhattisgarh,RESOLVED,BOB007,1,4208.62,4208.62,4208.62,4208.62,27.0,27.0,27.0,1,1,0.04,4.21
TECH_SUPPORT,Jharkhand,OPEN,INDUS010,3,4730.67,1576.89,1490.27,1640.4,,,,3,3,0.05,1.58
LOTTERY,Gujarat,RESOLVED,BOB007,2,2540.51,1270.255,1000.0,1540.51,69.0,52.0,86.0,2,2,0.03,1.27
LOTTERY,Uttar Pradesh,ESCALATED,PNB006,1,3688.7,3688.7,3688.7,3688.7,,,,1,1,0.04,3.69
IMPERSONATION,Delhi,RESOLVED,CANARA008,1,8700.0,8700.0,8700.0,8700.0,40.0,40.0,40.0,1,1,0.09,8.7
LOTTERY,Gujarat,OPEN,AXIS004,2,7250.75,3625.375,1050.75,6200.0,,,,2,2,0.07,3.63
TECH_SUPPORT,Arunachal Pradesh,OPEN,SBI001,1,4300.0,4300.0,4300.0,4300.0,,,,1,1,0.04,4.3
INVESTMENT,Uttar Pradesh,OPEN,HDFC002,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
KYC,Telangana,RESOLVED,AXIS004,2,1254.1100000000001,627.0550000000001,500.0,754.11,75.5,64.0,87.0,2,2,0.01,0.63
JOB,Kerala,RESOLVED,PNB006,1,2461.44,2461.44,2461.44,2461.44,37.0,37.0,37.0,1,1,0.02,2.46
EMERGENCY,Manipur,OPEN,CANARA008,1,11820.9,11820.9,11820.9,11820.9,,,,1,1,0.12,11.82
LOTTERY,Tamil Nadu,RESOLVED,UNION009,1,7300.0,7300.0,7300.0,7300.0,55.0,55.0,55.0,1,1,0.07,7.3
TECH_SUPPORT,Kerala,ESCALATED,BOB007,1,5900.0,5900.0,5900.0,5900.0,,,,1,1,0.06,5.9
LOTTERY,Nagaland,OPEN,AXIS004,1,21200.0,21200.0,21200.0,21200.0,,,,1,1,0.21,21.2
INVESTMENT,Telangana,OPEN,ICICI003,2,34230.5,17115.25,16264.59,17965.91,,,,2,2,0.34,17.12
TECH_SUPPORT,Telangana,RESOLVED,AXIS004,1,4500.0,4500.0,4500.0,4500.0,3.0,3.0,3.0,1,1,0.05,4.5
KYC,Bihar,OPEN,BOB007,1,2700.0,2700.0,2700.0,2700.0,,,,1,1,0.03,2.7
LOTTERY,Goa,OPEN,CANARA008,1,8400.0,8400.0,8400.0,8400.0,,,,1,1,0.08,8.4
LOTTERY,Telangana,RESOLVED,AXIS004,1,1867.26,1867.26,1867.26,1867.26,69.0,69.0,69.0,1,1,0.02,1.87
TECH_SUPPORT,Uttar Pradesh,RESOLVED,KOTAK005,1,5567.09,5567.09,5567.09,5567.09,61.0,61.0,61.0,1,1,0.06,5.57
LEGITIMATE,Karnataka,ESCALATED,ICICI003,1,840.32,840.32,840.32,840.32,,,,1,1,0.01,0.84
TECH_SUPPORT,Punjab,OPEN,BOB007,1,900.0,900.0,900.0,900.0,,,,1,1,0.01,0.9
LOTTERY,Andhra Pradesh,RESOLVED,SBI001,1,3807.77,3807.77,3807.77,3807.77,87.0,87.0,87.0,1,1,0.04,3.81
IMPERSONATION,Meghalaya,RESOLVED,BOB007,1,11600.0,11600.0,11600.0,11600.0,26.0,26.0,26.0,1,1,0.12,11.6
JOB,Odisha,ESCALATED,SBI001,1,4000.0,4000.0,4000.0,4000.0,,,,1,1,0.04,4.0
LOTTERY,Mizoram,OPEN,BOB007,1,1922.88,1922.88,1922.88,1922.88,,,,1,1,0.02,1.92
JOB,Madhya Pradesh,RESOLVED,KOTAK005,1,2120.73,2120.73,2120.73,2120.73,15.0,15.0,15.0,1,1,0.02,2.12
LOTTERY,Delhi,OPEN,KOTAK005,1,4300.0,4300.0,4300.0,4300.0,,,,1,1,0.04,4.3
INVESTMENT,Telangana,ESCALATED,HDFC002,1,100000.0,100000.0,100000.0,100000.0,,,,1,1,1.0,100.0
JOB,Uttar Pradesh,OPEN,BOB007,1,6000.0,6000.0,6000.0,6000.0,,,,1,1,0.06,6.0
KYC,Nagaland,ESCALATED,CANARA008,1,1000.0,1000.0,1000.0,1000.0,,,,1,1,0.01,1.0
LEGITIMATE,Tamil Nadu,OPEN,KOTAK005,2,7350.49,3675.245,2549.95,4800.54,,,,2,2,0.07,3.68
IMPERSONATION,Telangana,RESOLVED,KOTAK005,1,4476.63,4476.63,4476.63,4476.63,30.0,30.0,30.0,1,1,0.04,4.48
TECH_SUPPORT,Karnataka,RESOLVED,BOB007,1,2330.68,2330.68,2330.68,2330.68,25.0,25.0,25.0,1,1,0.02,2.33
TECH_SUPPORT,Punjab,OPEN,PNB006,1,2100.0,2100.0,2100.0,2100.0,,,,1,1,0.02,2.1
JOB,Gujarat,RESOLVED,SBI001,1,2267.84,2267.84,2267.84,2267.84,56.0,56.0,56.0,1,1,0.02,2.27
INVESTMENT,Delhi,ESCALATED,UNION009,1,31528.75,31528.75,31528.75,31528.75,,,,1,1,0.32,31.53
TECH_SUPPORT,Mizoram,OPEN,INDUS010,1,4992.42,4992.42,4992.42,4992.42,,,,1,1,0.05,4.99
TECH_SUPPORT,Delhi,OPEN,UNION009,6,12408.21,2068.035,1000.0,4400.0,,,,6,6,0.12,2.07
KYC,Telangana,OPEN,HDFC002,6,9808.84,1634.8066666666666,500.0,3331.74,,,,6,6,0.1,1.63
EMERGENCY,Odisha,OPEN,CANARA008,1,35662.52,35662.52,35662.52,35662.52,,,,1,1,0.36,35.66
INVESTMENT,Telangana,OPEN,AXIS004,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
LEGITIMATE,Rajasthan,ESCALATED,SBI001,1,7048.15,7048.15,7048.15,7048.15,,,,1,1,0.07,7.05
LOTTERY,Odisha,OPEN,KOTAK005,2,11610.470000000001,5805.235000000001,5410.47,6200.0,,,,2,2,0.12,5.81
IMPERSONATION,Gujarat,RESOLVED,CANARA008,4,110799.62,27699.905,3251.43,50000.0,30.5,14.0,44.0,4,4,1.11,27.7
KYC,Karnataka,ESCALATED,PNB006,2,4983.16,2491.58,1183.16,3800.0,,,,2,2,0.05,2.49
IMPERSONATION,Bihar,ESCALATED,SBI001,1,4557.6,4557.6,4557.6,4557.6,,,,1,1,0.05,4.56
EMERGENCY,Tamil Nadu,OPEN,BOB007,2,19863.95,9931.975,9424.35,10439.6,,,,2,2,0.2,9.93
TECH_SUPPORT,West Bengal,OPEN,CANARA008,2,3800.0,1900.0,1500.0,2300.0,,,,2,2,0.04,1.9
INVESTMENT,Tamil Nadu,RESOLVED,CANARA008,2,114864.8,57432.4,14864.8,100000.0,35.0,9.0,61.0,2,2,1.15,57.43
