txn_hour,txn_dow,sender_state,total_txns,fraud_txns,total_amount,avg_amount,vpn_count,new_device_count,fraud_rate_pct,day_name
14,5,Rajasthan,39,1,151153.82,3875.7389743589747,1,2,2.56,Thursday
19,5,Odisha,60,0,180304.89,3005.0815000000002,2,9,0.0,Thursday
14,6,Maharashtra,142,2,513470.01000000007,3615.9859859154935,3,8,1.41,Friday
20,5,Uttar Pradesh,202,30,828309.8900000004,4100.544009900992,5,33,14.85,Thursday
7,5,Uttar Pradesh,54,3,176855.61000000004,3275.1038888888897,2,7,5.56,Thursday
11,6,Andhra Pradesh,33,1,107077.58999999997,3244.7754545454536,2,5,3.03,Friday
17,5,Karnataka,95,8,354126.8700000001,3727.6512631578958,3,11,8.42,Thursday
16,1,Kerala,27,1,154245.38,5712.791851851852,3,2,3.7,Sunday
14,4,Maharashtra,124,5,374745.38999999984,3022.1402419354827,4,11,4.03,Wednesday
21,5,Delhi,177,26,746994.9000000001,4220.310169491526,11,30,14.69,Thursday
12,6,West Bengal,53,2,139710.31,2636.0435849056603,1,4,3.77,Friday
15,3,Punjab,21,0,158781.15999999997,7561.0076190476175,0,0,0.0,Tuesday
14,3,Telangana,69,2,137962.82000000004,1999.4611594202904,5,8,2.9,Tuesday
17,1,Telangana,80,3,484589.16,6057.3645,2,5,3.75,Sunday
15,2,Gujarat,85,3,352182.73000000004,4143.326235294118,0,9,3.53,Monday
15,4,Uttar Pradesh,68,2,162082.09000000003,2383.560147058824,0,10,2.94,Wednesday
19,3,Andhra Pradesh,83,1,275832.31000000006,3323.2808433734945,4,10,1.2,Tuesday
21,2,Andhra Pradesh,96,13,303977.01000000007,3166.427187500001,3,18,13.54,Monday
12,5,Delhi,59,3,141385.45,2396.3635593220342,2,7,5.08,Thursday
19,3,West Bengal,119,2,330470.79000000015,2777.0654621848753,3,11,1.68,Tuesday
21,3,Jharkhand,45,11,134048.05,2978.845555555555,4,10,24.44,Tuesday
17,3,Assam,8,1,46120.979999999996,5765.1224999999995,0,2,12.5,Tuesday
11,6,Kerala,27,2,66753.79,2472.362592592592,0,7,7.41,Friday
12,7,Nagaland,4,1,9785.34,2446.335,0,0,25.0,Saturday
17,6,Nagaland,9,0,11270.050000000001,1252.2277777777779,1,0,0.0,Friday
9,1,Arunachal Pradesh,5,1,10180.93,2036.1860000000001,0,2,20.0,Sunday
15,1,Karnataka,77,4,310988.9799999999,4038.817922077921,4,4,5.19,Sunday
16,1,Assam,6,0,15995.439999999999,2665.9066666666663,1,1,0.0,Sunday
10,2,Kerala,33,0,119440.10999999999,3619.397272727272,0,4,0.0,Monday
18,3,Assam,16,0,43198.17999999999,2699.8862499999996,0,1,0.0,Tuesday
14,5,Maharashtra,155,5,469785.91000000003,3030.8768387096775,2,17,3.23,Thursday
12,1,Gujarat,69,3,158157.19000000003,2292.1331884057977,2,13,4.35,Sunday
6,4,Tamil Nadu,45,4,177065.13,3934.7806666666665,0,6,8.89,Wednesday
6,7,Madhya Pradesh,22,2,74045.95999999999,3365.7254545454543,1,3,9.09,Saturday
18,4,Odisha,43,1,225531.24000000002,5244.912558139536,2,7,2.33,Wednesday
18,1,Goa,14,0,99110.87,7079.347857142857,0,0,0.0,Sunday
11,2,Tamil Nadu,80,4,524119.15,6551.489375,3,10,5.0,Monday
10,7,West Bengal,52,5,156326.34,3006.275769230769,2,5,9.62,Saturday
21,2,Mizoram,16,1,46640.33000000001,2915.0206250000006,0,0,6.25,Monday
15,6,Gujarat,75,5,288108.68000000017,3841.449066666669,4,9,6.67,Friday
21,7,Mizoram,13,3,69491.28,5345.483076923077,0,3,23.08,Saturday
9,6,Mizoram,6,0,77702.89,12950.481666666667,0,0,0.0,Friday
16,4,Karnataka,91,3,273350.0800000001,3003.847032967034,1,13,3.3,Wednesday
18,2,Haryana,80,5,264942.2,3311.7775,3,13,6.25,Monday
9,3,Rajasthan,47,4,116885.85000000002,2486.9329787234046,3,3,8.51,Tuesday
12,2,Rajasthan,33,2,67317.18000000001,2039.9145454545458,3,4,6.06,Monday
16,1,Rajasthan,45,1,104962.24,2332.4942222222226,1,4,2.22,Sunday
10,3,Kerala,22,1,77408.55,3518.5704545454546,2,8,4.55,Tuesday
7,6,Punjab,12,0,59919.89,4993.324166666666,0,2,0.0,Friday
7,5,Rajasthan,40,1,85186.35999999997,2129.658999999999,3,2,2.5,Thursday
15,3,Maharashtra,151,6,437093.4200000003,2894.6584105960283,6,26,3.97,Tuesday
11,6,Haryana,24,1,49014.509999999995,2042.2712499999998,2,6,4.17,Friday
10,7,Himachal Pradesh,10,0,27432.77,2743.277,0,0,0.0,Saturday
19,4,Himachal Pradesh,22,1,35420.68,1610.030909090909,1,2,4.55,Wednesday
13,1,Maharashtra,132,4,471277.33999999985,3570.2828787878775,5,20,3.03,Sunday
21,7,Jharkhand,47,6,393793.4700000002,8378.584468085111,2,3,12.77,Saturday
15,2,Madhya Pradesh,27,1,43831.860000000015,1623.4022222222227,1,2,3.7,Monday
16,7,Uttarakhand,12,1,70810.15,5900.845833333333,0,1,8.33,Saturday
16,6,Haryana,28,1,193845.28000000003,6923.045714285715,1,2,3.57,Friday
22,6,Haryana,13,13,52444.6,4034.2,3,4,100.0,Friday
6,1,Haryana,15,3,101681.6,6778.7733333333335,0,4,20.0,Sunday
22,5,Uttarakhand,4,4,19353.02,4838.255,2,4,100.0,Thursday
13,2,Karnataka,81,5,258855.83999999997,3195.7511111111107,0,6,6.17,Monday
11,6,Punjab,27,1,69726.60999999999,2582.4670370370363,1,3,3.7,Friday
16,6,Rajasthan,47,2,122177.00000000003,2599.510638297873,2,5,4.26,Friday
17,7,Odisha,25,4,98430.46000000002,3937.2184000000007,1,4,16.0,Saturday
6,4,Madhya Pradesh,24,1,38525.54,1605.2308333333333,2,3,4.17,Wednesday
13,7,Madhya Pradesh,41,3,97815.01,2385.731951219512,0,2,7.32,Saturday
9,6,Gujarat,75,3,286205.63999999984,3816.075199999998,1,8,4.0,Friday
6,5,Goa,4,0,3586.37,896.5925,0,0,0.0,Thursday
8,7,Chhattisgarh,4,0,3063.1100000000006,765.7775000000001,0,0,0.0,Saturday
9,5,Uttarakhand,6,0,21185.96,3530.9933333333333,0,0,0.0,Thursday
8,4,West Bengal,34,1,162912.26,4791.53705882353,1,1,2.94,Wednesday
16,6,Himachal Pradesh,9,0,8439.2,937.688888888889,0,1,0.0,Friday
16,3,Arunachal Pradesh,8,1,31606.260000000002,3950.7825000000003,1,2,12.5,Tuesday
11,3,Jharkhand,15,1,50969.659999999996,3397.9773333333333,0,2,6.67,Tuesday
12,7,Jharkhand,15,1,49168.24999999999,3277.8833333333328,0,2,6.67,Saturday
7,3,Chhattisgarh,9,0,18206.6,2022.9555555555553,0,3,0.0,Tuesday
15,4,Chhattisgarh,7,0,33009.009999999995,4715.572857142856,0,2,0.0,Wednesday
15,2,Manipur,4,0,48960.61,12240.1525,0,0,0.0,Monday
17,7,Meghalaya,6,2,15626.560000000001,2604.4266666666667,0,1,33.33,Saturday
16,5,Kerala,24,0,126572.68999999999,5273.8620833333325,1,4,0.0,Thursday
15,7,Himachal Pradesh,10,3,23246.96,2324.696,1,1,30.0,Saturday
6,4,Assam,8,0,34854.9,4356.8625,0,1,0.0,Wednesday
22,4,Telangana,34,34,227098.03000000006,6679.353823529414,5,20,100.0,Wednesday
15,7,Bihar,14,1,15741.890000000001,1124.4207142857144,1,1,7.14,Saturday
22,5,Telangana,32,32,177236.95999999996,5538.654999999999,8,21,100.0,Thursday
8,6,Jharkhand,14,0,22478.39,1605.5992857142858,0,1,0.0,Friday
7,4,Gujarat,49,2,179969.00000000006,3672.836734693879,1,5,4.08,Wednesday
20,1,Uttarakhand,17,3,62855.65999999999,3697.3917647058815,1,3,17.65,Sunday
9,3,Andhra Pradesh,28,1,33100.59999999999,1182.1642857142854,0,2,3.57,Tuesday
22,1,Haryana,11,11,67261.41,6114.673636363636,1,4,100.0,Sunday
21,4,Tripura,4,1,26348.850000000002,6587.212500000001,0,0,25.0,Wednesday
21,2,Tripura,10,2,44173.31999999999,4417.331999999999,1,2,20.0,Monday
15,3,Andhra Pradesh,37,2,307171.92999999993,8301.944054054053,2,5,5.41,Tuesday
16,4,Chhattisgarh,8,1,123954.43,15494.30375,0,2,12.5,Wednesday
16,4,Goa,5,0,32430.65,6486.13,0,1,0.0,Wednesday
6,3,Bihar,15,0,62394.66,4159.644,2,0,0.0,Tuesday
14,1,Mizoram,6,1,11361.76,1893.6266666666668,0,1,16.67,Sunday
22,3,Goa,4,4,36330.60999999999,9082.652499999998,3,3,100.0,Tuesday
7,2,West Bengal,35,1,113844.19,3252.691142857143,0,3,2.86,Monday
11,5,Assam,6,1,29887.010000000002,4981.168333333334,0,3,16.67,Thursday
15,3,Mizoram,5,0,6095.4,1219.08,0,0,0.0,Tuesday
8,7,Goa,4,1,11593.550000000001,2898.3875000000003,1,1,25.0,Saturday
19,5,Goa,15,0,36499.81,2433.3206666666665,0,0,0.0,Thursday
16,7,Goa,3,0,5522.45,1840.8166666666666,0,1,0.0,Saturday
6,6,Punjab,19,0,131432.61000000002,6917.505789473685,0,2,0.0,Friday
10,6,Mizoram,6,0,14898.130000000001,2483.021666666667,0,1,0.0,Friday
8,3,Odisha,15,1,48981.61,3265.440666666667,0,2,6.67,Tuesday
22,4,Jharkhand,5,5,13919.02,2783.804,0,4,100.0,Wednesday
12,6,Meghalaya,4,0,29359.67,7339.9175,0,0,0.0,Friday
8,6,Arunachal Pradesh,6,0,7981.99,1330.3316666666667,1,0,0.0,Friday
9,3,Arunachal Pradesh,5,0,64961.46000000001,12992.292000000001,0,2,0.0,Tuesday
15,3,Himachal Pradesh,11,0,21773.710000000003,1979.428181818182,0,2,0.0,Tuesday
14,2,Mizoram,4,1,8645.87,2161.4675,0,2,25.0,Monday
12,5,Tripura,3,1,6185.84,2061.9466666666667,0,1,33.33,Thursday
12,4,Uttarakhand,5,0,19022.49,3804.4980000000005,0,2,0.0,Wednesday
22,2,Chhattisgarh,3,3,7442.17,2480.7233333333334,2,3,100.0,Monday
17,1,Meghalaya,2,1,14214.02,7107.01,0,1,50.0,Sunday
6,6,Himachal Pradesh,5,0,35163.18,7032.636,0,0,0.0,Friday
19,6,Himachal Pradesh,18,2,141590.37,7866.131666666666,0,3,11.11,Friday
22,7,Punjab,10,10,71236.31,7123.630999999999,2,5,100.0,Saturday
21,3,Meghalaya,8,1,8728.210000000001,1091.0262500000001,1,3,12.5,Tuesday
16,4,Assam,8,0,20590.31,2573.78875,0,0,0.0,Wednesday
22,4,Himachal Pradesh,3,3,33500.0,11166.666666666666,1,2,100.0,Wednesday
17,1,Himachal Pradesh,10,1,62963.369999999995,6296.3369999999995,0,0,10.0,Sunday
11,5,Meghalaya,4,0,7185.360000000001,1796.3400000000001,0,1,0.0,Thursday
14,1,Chhattisgarh,6,0,6280.04,1046.6733333333334,0,1,0.0,Sunday
11,5,Mizoram,6,0,18022.91,3003.818333333333,0,1,0.0,Thursday
17,6,Goa,3,1,6719.9400000000005,2239.98,0,1,33.33,Friday
15,7,Arunachal Pradesh,7,0,11671.57,1667.3671428571429,0,1,0.0,Saturday
22,6,Chhattisgarh,2,1,12260.75,6130.375,0,2,50.0,Friday
13,7,Mizoram,5,0,12594.269999999999,2518.854,0,0,0.0,Saturday
9,1,Himachal Pradesh,8,1,36586.54,4573.3175,1,2,12.5,Sunday
6,3,Nagaland,2,1,1235.8799999999999,617.9399999999999,0,1,50.0,Tuesday
12,3,Meghalaya,2,0,3813.7999999999997,1906.8999999999999,0,1,0.0,Tuesday
10,6,Meghalaya,4,0,17117.410000000003,4279.352500000001,1,1,0.0,Friday
12,5,Nagaland,6,0,42676.49,7112.748333333333,0,0,0.0,Thursday
13,2,Nagaland,1,0,583.84,583.84,0,0,0.0,Monday
7,3,Bihar,7,0,114296.81,16328.115714285714,1,1,0.0,Tuesday
17,3,Nagaland,5,0,11376.400000000001,2275.28,0,0,0.0,Tuesday
9,1,Goa,1,0,220.32,220.32,0,0,0.0,Sunday
10,7,Nagaland,5,0,5667.86,1133.572,2,0,0.0,Saturday
6,1,Mizoram,1,0,1344.6,1344.6,0,0,0.0,Sunday
22,1,Mizoram,1,1,1215.58,1215.58,0,0,100.0,Sunday
14,6,Manipur,3,0,1906.97,635.6566666666666,0,1,0.0,Friday
14,1,Manipur,3,1,9614.560000000001,3204.853333333334,0,1,33.33,Sunday
17,5,Mizoram,2,0,2916.0299999999997,1458.0149999999999,0,0,0.0,Thursday
15,7,Tripura,2,0,683.39,341.695,1,0,0.0,Saturday
19,6,Maharashtra,368,10,1331955.0699999991,3619.4431249999975,10,46,2.72,Friday
11,6,Karnataka,93,6,301340.32000000007,3240.2184946236566,3,14,6.45,Friday
18,7,Telangana,193,6,633490.4100000001,3282.333730569949,3,18,3.11,Saturday
19,5,Telangana,190,5,757401.43,3986.323315789474,5,15,2.63,Thursday
22,7,Uttar Pradesh,31,31,207825.92999999996,6704.062258064515,8,17,100.0,Saturday
9,2,Uttar Pradesh,77,5,242595.86,3150.595584415584,0,5,6.49,Monday
19,1,Tamil Nadu,185,4,589717.7799999998,3187.6636756756748,3,26,2.16,Sunday
20,4,Gujarat,240,34,821680.6700000004,3423.669458333335,6,34,14.17,Wednesday
19,6,Delhi,148,7,471055.50999999995,3182.8075,3,17,4.73,Friday
7,6,Jharkhand,5,1,4042.28,808.456,0,0,20.0,Friday
12,2,Uttar Pradesh,48,1,209691.8,4368.579166666666,0,5,2.08,Monday
13,1,Uttar Pradesh,72,2,195832.93000000005,2719.901805555556,1,5,2.78,Sunday
12,2,Gujarat,64,2,199101.06999999995,3110.954218749999,0,8,3.13,Monday
12,6,Gujarat,71,4,177815.52,2504.443943661972,1,11,5.63,Friday
16,6,Bihar,13,1,52175.380000000005,4013.4907692307697,2,2,7.69,Friday
22,2,Bihar,5,5,20793.940000000002,4158.7880000000005,0,4,100.0,Monday
10,5,Bihar,14,1,46367.46000000001,3311.961428571429,0,0,7.14,Thursday
16,1,Nagaland,4,0,5417.22,1354.305,0,1,0.0,Sunday
12,4,West Bengal,56,0,198641.38999999993,3547.167678571427,2,11,0.0,Wednesday
12,3,Karnataka,99,3,186066.71,1879.461717171717,1,9,3.03,Tuesday
15,5,Karnataka,85,3,345166.69999999984,4060.784705882351,1,9,3.53,Thursday
11,1,Tamil Nadu,66,1,248205.99,3760.696818181818,1,8,1.52,Sunday
21,6,Tamil Nadu,232,27,687593.59,2963.765474137931,9,38,11.64,Friday
16,3,Telangana,62,2,142025.48000000004,2290.7335483870975,2,9,3.23,Tuesday
7,3,Telangana,38,0,101020.43999999999,2658.432631578947,0,4,0.0,Tuesday
21,1,Uttar Pradesh,179,22,606285.41,3387.069329608939,5,28,12.29,Sunday
21,4,Maharashtra,475,72,1800226.31,3789.9501263157895,23,85,15.16,Wednesday
16,2,Maharashtra,133,7,552717.7100000001,4155.772255639098,3,14,5.26,Monday
11,1,Madhya Pradesh,30,2,174565.92999999996,5818.864333333332,2,4,6.67,Sunday
13,7,Rajasthan,35,1,79900.43000000002,2282.869428571429,1,3,2.86,Saturday
19,6,Tamil Nadu,208,4,1157395.05,5564.399278846154,4,20,1.92,Friday
16,1,Chhattisgarh,5,0,3783.24,756.6479999999999,0,1,0.0,Sunday
11,1,Gujarat,66,1,274534.1200000001,4159.6078787878805,3,6,1.52,Sunday
9,6,Bihar,18,1,50035.9,2779.7722222222224,0,2,5.56,Friday
19,7,Kerala,70,1,143868.88999999998,2055.269857142857,4,6,1.43,Saturday
11,2,Karnataka,81,2,165039.00000000003,2037.518518518519,1,13,2.47,Monday
20,4,Maharashtra,449,62,1242504.2699999993,2767.270089086858,20,68,13.81,Wednesday
6,5,Maharashtra,100,3,491976.62999999995,4919.766299999999,1,12,3.0,Thursday
11,7,Delhi,66,3,217285.12,3292.1987878787877,2,9,4.55,Saturday
21,6,Haryana,66,11,253300.87000000005,3837.8919696969706,3,15,16.67,Friday
12,1,Maharashtra,117,5,424199.88999999984,3625.640085470084,4,10,4.27,Sunday
14,2,Gujarat,77,2,285893.09999999986,3712.8974025974007,0,10,2.6,Monday
19,4,Andhra Pradesh,84,1,347509.4399999999,4137.017142857141,1,12,1.19,Wednesday
8,6,Rajasthan,31,1,34218.82,1103.8329032258064,0,5,3.23,Friday
15,3,Tamil Nadu,74,3,381460.35,5154.869594594595,1,11,4.05,Tuesday
9,4,Karnataka,94,1,376849.62999999995,4009.038617021276,2,8,1.06,Wednesday
10,3,Maharashtra,144,3,478937.44000000024,3325.954444444446,3,16,2.08,Tuesday
15,6,West Bengal,47,2,132834.76,2826.271489361702,0,4,4.26,Friday
21,2,Punjab,73,13,254931.32999999993,3492.209999999999,4,8,17.81,Monday
11,5,Punjab,28,1,62585.91999999999,2235.2114285714283,2,3,3.57,Thursday
10,2,Maharashtra,142,5,550524.12,3876.930422535211,1,10,3.52,Monday
9,3,Maharashtra,131,4,466956.4999999998,3564.5534351145025,0,12,3.05,Tuesday
16,1,Odisha,17,0,66938.63,3937.5664705882355,0,4,0.0,Sunday
18,3,Odisha,49,2,237407.16,4845.044081632653,0,4,4.08,Tuesday
18,3,Gujarat,219,2,670857.4600000001,3063.276073059361,8,22,0.91,Tuesday
11,4,Andhra Pradesh,49,0,100060.44000000002,2042.0497959183676,1,5,0.0,Wednesday
18,5,Uttar Pradesh,174,6,494862.01,2844.034540229885,6,22,3.45,Thursday
6,5,Andhra Pradesh,28,2,107047.71999999997,3823.132857142856,0,9,7.14,Thursday
22,6,Kerala,16,16,69170.54,4323.15875,2,10,100.0,Friday
10,2,West Bengal,49,1,377825.29,7710.720204081632,6,3,2.04,Monday
11,3,Delhi,49,0,132641.02999999997,2706.9597959183666,0,3,0.0,Tuesday
13,1,Delhi,60,2,167467.47,2791.1245,1,7,3.33,Sunday
9,3,Telangana,83,3,312136.99000000005,3760.686626506025,2,9,3.61,Tuesday
18,7,Bihar,49,0,189410.86000000004,3865.5277551020417,0,3,0.0,Saturday
12,5,Assam,9,0,9281.399999999998,1031.2666666666664,0,0,0.0,Thursday
12,2,Kerala,24,2,53396.88,2224.87,1,5,8.33,Monday
18,5,Chhattisgarh,13,0,24911.07,1916.236153846154,0,1,0.0,Thursday
21,6,Andhra Pradesh,89,10,290866.83,3268.1666292134832,6,16,11.24,Friday
13,4,Assam,6,1,16990.46,2831.7433333333333,0,1,16.67,Wednesday
17,5,Kerala,21,3,20215.15,962.6261904761906,0,2,14.29,Thursday
6,2,Meghalaya,6,0,17636.13,2939.355,0,1,0.0,Monday
11,4,Meghalaya,5,0,24653.589999999997,4930.717999999999,0,0,0.0,Wednesday
12,3,Andhra Pradesh,31,0,100801.31000000003,3251.6551612903236,2,5,0.0,Tuesday
21,3,Andhra Pradesh,93,15,327535.45999999996,3521.8866666666663,3,16,16.13,Tuesday
19,4,Arunachal Pradesh,21,0,112122.72,5339.177142857143,1,2,0.0,Wednesday
7,3,Arunachal Pradesh,4,0,5836.219999999999,1459.0549999999998,0,0,0.0,Tuesday
7,3,Himachal Pradesh,8,2,22939.52,2867.44,0,3,25.0,Tuesday
21,3,Himachal Pradesh,26,5,136647.94999999998,5255.690384615384,0,4,19.23,Tuesday
14,3,West Bengal,51,2,111387.79,2184.07431372549,2,4,3.92,Tuesday
9,2,West Bengal,55,2,170878.58000000002,3106.883272727273,2,7,3.64,Monday
19,3,Uttarakhand,26,1,155515.47999999998,5981.364615384615,0,8,3.85,Tuesday
21,3,Madhya Pradesh,113,11,291703.47,2581.4466371681415,3,16,9.73,Tuesday
12,4,Odisha,21,0,50844.83999999999,2421.182857142857,1,1,0.0,Wednesday
16,3,Odisha,23,0,99378.13000000002,4320.788260869566,1,3,0.0,Tuesday
6,4,Andhra Pradesh,27,2,52463.33000000001,1943.0862962962967,0,1,7.41,Wednesday
15,4,Andhra Pradesh,21,0,46602.049999999996,2219.145238095238,0,6,0.0,Wednesday
9,7,Andhra Pradesh,36,1,93420.52999999998,2595.0147222222217,2,5,2.78,Saturday
12,6,Maharashtra,147,6,557236.9800000004,3790.727755102044,5,13,4.08,Friday
10,5,Andhra Pradesh,30,0,73412.67000000001,2447.0890000000004,1,4,0.0,Thursday
7,2,Bihar,12,2,48901.350000000006,4075.1125000000006,0,1,16.67,Monday
8,1,Andhra Pradesh,21,2,68454.06999999999,3259.717619047619,1,1,9.52,Sunday
17,1,Gujarat,75,1,151023.70000000007,2013.6493333333342,0,4,1.33,Sunday
20,3,Jharkhand,59,7,194254.94,3292.4566101694913,1,7,11.86,Tuesday
18,3,Jharkhand,62,2,124163.37000000001,2002.6350000000002,0,4,3.23,Tuesday
14,7,Jharkhand,9,1,27433.300000000003,3048.1444444444446,0,1,11.11,Saturday
7,3,Haryana,19,1,55111.03999999999,2900.5810526315786,1,1,5.26,Tuesday
9,7,Assam,7,2,33022.46,4717.494285714286,0,3,28.57,Saturday
13,1,Assam,9,0,31023.28,3447.031111111111,0,0,0.0,Sunday
19,2,Jharkhand,61,0,290749.89999999997,4766.391803278688,0,5,0.0,Monday
20,7,Chhattisgarh,16,1,63798.55000000001,3987.4093750000006,1,4,6.25,Saturday
17,4,Rajasthan,55,4,240599.03,4374.5278181818185,2,9,7.27,Wednesday
19,1,Delhi,141,4,375843.3000000002,2665.5553191489375,3,10,2.84,Sunday
6,4,Rajasthan,25,0,62001.23999999999,2480.0496,0,4,0.0,Wednesday
9,4,Punjab,22,2,108092.16999999998,4913.280454545454,2,2,9.09,Wednesday
6,7,Tamil Nadu,54,3,206233.00000000003,3819.12962962963,3,5,5.56,Saturday
20,6,Bihar,49,10,232732.34000000003,4749.639591836735,3,8,20.41,Friday
10,6,Nagaland,4,1,10561.39,2640.3475,0,0,25.0,Friday
10,4,Tamil Nadu,71,4,235325.06999999998,3314.4376056338024,2,6,5.63,Wednesday
14,6,Rajasthan,43,1,178384.29999999993,4148.472093023254,1,7,2.33,Friday
20,6,Haryana,85,10,254037.9200000001,2988.6814117647073,5,16,11.76,Friday
21,3,Haryana,77,11,193441.55,2512.227922077922,2,11,14.29,Tuesday
6,4,Karnataka,66,5,210877.23,3195.1095454545457,2,12,7.58,Wednesday
19,1,Chhattisgarh,24,0,100112.13,4171.33875,0,9,0.0,Sunday
21,7,Arunachal Pradesh,21,6,62931.719999999994,2996.7485714285713,2,0,28.57,Saturday
19,5,Himachal Pradesh,25,0,86930.36000000002,3477.2144000000008,0,4,0.0,Thursday
20,7,Himachal Pradesh,23,5,88683.83,3855.818695652174,0,7,21.74,Saturday
8,6,West Bengal,30,3,96975.59999999999,3232.5199999999995,3,1,10.0,Friday
14,2,Jharkhand,24,1,130897.81000000001,5454.0754166666675,1,1,4.17,Monday
19,7,Jharkhand,53,1,93878.64000000003,1771.2950943396231,4,6,1.89,Saturday
20,7,Assam,20,1,33565.82,1678.291,0,2,5.0,Saturday
15,5,Assam,6,0,8605.679999999998,1434.2799999999997,0,0,0.0,Thursday
14,6,Assam,7,0,40467.09,5781.012857142857,0,2,0.0,Friday
6,6,Jharkhand,11,0,116363.41999999998,10578.492727272725,0,0,0.0,Friday
15,6,Odisha,21,0,61830.68,2944.3180952380953,0,0,0.0,Friday
20,5,Uttarakhand,25,2,44351.909999999996,1774.0764,2,4,8.0,Thursday
14,6,Uttarakhand,9,0,31297.0,3477.4444444444443,0,2,0.0,Friday
22,5,Rajasthan,14,14,194038.61000000004,13859.900714285717,3,6,100.0,Thursday
13,5,Uttar Pradesh,64,3,241582.82000000004,3774.7315625000006,0,8,4.69,Thursday
15,5,Gujarat,63,2,349718.1599999999,5551.081904761903,5,4,3.17,Thursday
13,4,Tamil Nadu,64,5,213995.46,3343.6790625,2,4,7.81,Wednesday
13,2,Tamil Nadu,79,1,212164.43000000002,2685.625696202532,0,7,1.27,Monday
11,7,Himachal Pradesh,16,1,67671.85000000002,4229.490625000001,0,1,6.25,Saturday
12,5,Himachal Pradesh,12,0,15536.530000000002,1294.7108333333335,0,2,0.0,Thursday
18,3,Himachal Pradesh,27,0,146697.75999999998,5433.25037037037,0,3,0.0,Tuesday
13,2,Haryana,35,1,103188.65999999999,2948.2474285714284,1,5,2.86,Monday
19,3,Himachal Pradesh,30,0,48570.98,1619.0326666666667,1,3,0.0,Tuesday
14,7,Kerala,29,1,95984.47,3309.8093103448277,2,4,3.45,Saturday
7,3,West Bengal,39,3,105038.18,2693.2866666666664,2,6,7.69,Tuesday
7,5,Uttarakhand,5,0,5848.45,1169.69,0,1,0.0,Thursday
6,7,Kerala,19,2,77186.73,4062.4594736842105,2,2,10.53,Saturday
16,3,Madhya Pradesh,44,0,215737.79999999996,4903.131818181817,1,6,0.0,Tuesday
8,4,Odisha,18,1,46357.469999999994,2575.4149999999995,0,3,5.56,Wednesday
20,7,Odisha,57,11,215653.09999999998,3783.3877192982454,4,12,19.3,Saturday
14,4,Chhattisgarh,8,0,7975.7300000000005,996.9662500000001,0,0,0.0,Wednesday
6,7,Bihar,11,0,35848.11,3258.9190909090908,0,1,0.0,Saturday
19,3,Goa,13,0,43204.72,3323.44,0,2,0.0,Tuesday
17,3,Uttarakhand,11,1,82899.01,7536.273636363636,0,0,9.09,Tuesday
18,3,Uttarakhand,25,2,32949.060000000005,1317.9624000000001,2,3,8.0,Tuesday
12,1,Delhi,52,1,69009.49,1327.105576923077,1,8,1.92,Sunday
8,4,Manipur,5,0,11040.67,2208.134,0,0,0.0,Wednesday
7,6,Bihar,13,1,39280.92999999999,3021.6099999999997,0,1,7.69,Friday
18,5,Bihar,40,0,208186.08,5204.652,0,4,0.0,Thursday
14,7,Tripura,8,1,31347.960000000003,3918.4950000000003,0,1,12.5,Saturday
9,3,Himachal Pradesh,14,0,33602.200000000004,2400.1571428571433,1,2,0.0,Tuesday
11,3,Tripura,4,0,74658.36999999998,18664.592499999995,0,1,0.0,Tuesday
8,5,Rajasthan,34,0,218951.49,6439.749705882353,0,4,0.0,Thursday
17,4,Arunachal Pradesh,6,0,7579.5999999999985,1263.2666666666664,0,2,0.0,Wednesday
7,3,Karnataka,59,4,131071.33,2221.547966101695,0,6,6.78,Tuesday
10,2,Rajasthan,50,4,141138.44999999998,2822.769,2,13,8.0,Monday
6,2,Telangana,54,4,204147.83,3780.51537037037,4,9,7.41,Monday
22,3,Haryana,12,12,38002.420000000006,3166.868333333334,2,8,100.0,Tuesday
6,2,Haryana,17,0,71464.34999999999,4203.785294117646,1,2,0.0,Monday
15,5,Rajasthan,47,1,123332.63,2624.098510638298,0,6,2.13,Thursday
17,5,Himachal Pradesh,15,2,67056.16,4470.410666666667,3,1,13.33,Thursday
16,2,Nagaland,1,0,2280.0,2280.0,0,0,0.0,Monday
12,3,Tripura,4,0,5203.59,1300.8975,0,0,0.0,Tuesday
18,1,Odisha,34,1,195386.03000000003,5746.647941176471,0,8,2.94,Sunday
7,6,Odisha,16,1,76535.15,4783.446875,0,1,6.25,Friday
10,4,Assam,8,0,8908.04,1113.505,0,0,0.0,Wednesday
10,7,Assam,9,1,30156.62,3350.7355555555555,0,2,11.11,Saturday
16,1,Bihar,10,1,13983.2,1398.3200000000002,0,1,10.0,Sunday
13,4,Arunachal Pradesh,6,0,6266.9,1044.4833333333333,0,0,0.0,Wednesday
10,4,Jharkhand,31,4,161373.16000000003,5205.585806451614,2,3,12.9,Wednesday
21,6,Meghalaya,9,2,34650.39,3850.043333333333,0,3,22.22,Friday
14,2,Madhya Pradesh,34,2,104899.78,3085.2876470588235,1,4,5.88,Monday
7,4,Mizoram,6,0,13952.46,2325.41,0,0,0.0,Wednesday
9,2,Mizoram,4,0,4977.6,1244.4,0,0,0.0,Monday
11,6,Mizoram,3,0,5976.92,1992.3066666666666,0,0,0.0,Friday
12,1,Telangana,65,0,127384.20000000003,1959.7569230769234,0,7,0.0,Sunday
